idDaInstituicao	anoDePublicacao	total
IWAM00000000-42	2012	3
JTMR00000002-35	2011	1
JP0K00000004-33	2013	1
IZJL00000003-53	2012	2
001300000993-28	2015	1
001300000993-28	2014	1
001300000993-28	2012	1
001300000993-28	2010	2
615500000006-16	2014	4
J88G00000002-16	2010	1
985600070057-51	2014	2
985600070057-51	2013	1
BEFO00000004-23	2014	1
BEFO00000004-23	2012	2
804600000005-41	2015	1
JAF000000009-32	2015	1
IZ8J00000000-35	2015	1
J2CS00000003-35	2012	3
J2CS00000003-35	2011	3
J2CS00000003-35	2010	3
021000000003-31	2013	2
J72U00000005-42	2011	2
J2IP00000007-13	2013	1
000500000999-21	2012	1
000500000999-27	2011	1
J7Y600000002-31	2010	2
JNI000000005-52	2012	1
J9CU00000000-35	2012	1
001200000991-23	2015	1
001200000991-23	2014	2
001200000991-23	2013	2
J6L100000001-35	2012	1
J6L100000001-35	2010	2
GEOC00000004-35	2012	1
985601000990-53	2013	15
985600209799-31	2010	4
IXOR00000009-14	2013	1
J90W00000007-27	2010	3
018100000005-23	2015	2
018100000005-23	2014	6
482000000000-35	2015	1
001300000993-22	2010	1
J6KN00000007-35	2011	1
985600189844-41	2013	1
985600089262-27	2014	1
985600183978-42	2014	1
985600183978-42	2011	1
985607401296-22	2015	1
771700000007-29	2010	2
188200000004-35	2011	2
001500000997-23	2015	3
IYQB00000001-35	2013	1
IYQB00000001-35	2011	2
JO2400000000-50	2012	1
IYPZ00000000-33	2013	2
IYPZ00000000-33	2012	1
IYPZ00000000-33	2011	2
832000000000-35	2012	3
000700000992-21	2014	2
002200000990-23	2015	1
002200000990-23	2010	1
985600155915-31	2011	1
880400000007-42	2015	1
001700000990-42	2010	1
861700000006-35	2010	1
985601345955-52	2014	2
384400000008-35	2015	1
000300000995-32	2011	4
040000000000-42	2014	3
IXGI00000007-25	2015	3
IXGI00000007-25	2012	1
IXGI00000007-25	2010	1
025600000007-35	2014	2
985600169142-35	2014	3
IX3D00000003-28	2015	1
951100000004-43	2013	1
456900000008-25	2015	1
870200000006-33	2012	2
028700000003-35	2015	1
858000000003-32	2012	4
002000000996-41	2015	3
J0ZA00000009-41	2013	2
001000000998-21	2012	3
001000000998-21	2011	2
JL6J00000000-31	2015	3
566100000007-41	2012	1
J08V00000005-33	2012	1
771100000006-41	2014	1
192600000000-43	2015	1
IZF500000008-41	2011	4
IZF500000008-41	2010	2
282200000001-35	2011	3
002200000990-35	2012	1
179900000008-42	2011	1
IXJV00000009-23	2012	1
JAN300000008-43	2015	1
IVM800000000-42	2015	4
IYH000000008-41	2012	1
985600043971-35	2013	1
IZJL00000003-53	2014	2
040000000000-42	2013	1
J33S00000009-33	2013	1
GZM800000006-35	2013	1
033100000009-31	2014	12
985600908867-35	2015	1
985600908867-35	2012	3
J6TL00000007-35	2014	1
JM1U00000000-26	2015	1
J2FX00000009-25	2012	2
J2FX00000009-25	2011	1
J2FX00000009-25	2010	2
J2BG00000001-41	2011	2
J8LH00000007-11	2014	1
015100000000-52	2014	1
008700000009-24	2014	1
000300000995-26	2015	2
J3WT00000002-35	2013	1
001200000991-53	2014	1
001200000991-53	2012	6
J2NI00000001-27	2014	2
JAF000000009-32	2011	1
051600000006-27	2010	7
002700000999-35	2015	4
490100000003-43	2011	1
J8WL00000004-29	2010	1
985600444798-29	2015	1
JHTG00000003-35	2013	2
JHTG00000003-35	2012	3
JHTG00000003-35	2011	1
JHTG00000003-35	2010	1
IX0E00000000-24	2013	1
833400000005-43	2011	1
985600657104-41	2012	7
610800000000-35	2013	1
985606880727-33	2014	1
002600000997-29	2011	2
002600000997-29	2010	1
455400000000-52	2011	1
J3A400000007-43	2013	2
353000000000-35	2011	1
IYJ200000008-35	2011	2
IYSS00000000-27	2011	4
040000000000-35	2015	4
040000000000-35	2014	3
JNWE00000003-43	2013	2
J1W600000002-31	2013	4
J1W600000002-31	2012	2
J1W600000002-31	2010	1
IXJS00000001-23	2015	3
IXJS00000001-23	2014	2
IXJS00000001-23	2012	1
985601361861-35	2015	3
284100000006-31	2015	1
002000000996-23	2015	7
002000000996-23	2012	16
468600000006-41	2012	1
002600000997-52	2011	1
001700000990-50	2010	1
884100000004-35	2013	78
H22V00000008-41	2011	2
H22V00000008-41	2010	2
025500000005-26	2013	2
025500000005-26	2012	1
864100000000-42	2015	1
IZHM00000009-43	2015	3
761800000001-31	2011	3
281500000009-26	2015	2
IXIZ00000008-29	2010	7
001300000993-50	2013	1
J3WT00000002-35	2010	2
JAXE00000000-31	2012	3
985600156113-53	2014	1
376000000000-41	2011	2
559400000000-31	2015	1
559400000000-31	2013	1
IZEE00000008-42	2015	165
028700000003-24	2013	2
985600197952-33	2015	1
455900000000-16	2010	3
628700000001-53	2015	1
562700000005-13	2014	1
000900000996-27	2010	1
858000000003-32	2013	2
001501001016-31	2012	7
IXOR00000009-14	2012	2
IZMN00000000-35	2013	6
J47R00000007-42	2014	1
J47R00000007-42	2011	1
003000000994-43	2015	1
853600000003-23	2015	1
853600000003-23	2013	1
853600000003-23	2010	1
985600435462-35	2013	1
003100000996-33	2010	1
J5BJ00000009-53	2012	7
J5BJ00000009-53	2010	5
JQLR00000002-41	2012	1
985600106531-35	2014	1
JCKL00000004-27	2013	1
900900000004-13	2014	2
900900000004-13	2013	1
001800000992-41	2012	1
001800000992-41	2011	1
443100000001-53	2014	2
985600044200-35	2014	1
281800000004-35	2013	1
IZYH00000003-52	2014	1
116300000009-43	2013	2
985600082896-35	2015	1
383600000003-27	2013	1
IXQG00000003-25	2014	1
001400000995-13	2011	2
001400000995-13	2010	2
615500000006-16	2015	3
IYIQ00000007-35	2010	2
000800000994-32	2011	1
754000000004-21	2014	1
028700000003-28	2015	1
985600149567-21	2011	1
001700000990-52	2011	1
985600164213-13	2014	3
985600164213-13	2013	3
985600191920-31	2013	1
985600191920-31	2012	1
000504002023-33	2013	4
000504002023-33	2010	4
985601345769-35	2010	1
000300000995-27	2015	2
985600206560-43	2010	1
014400000008-28	2010	1
985600561310-33	2014	1
985600170892-41	2011	1
IYHN00000003-41	2013	1
874400000002-51	2013	1
874400000002-51	2012	1
IYUL00000002-27	2014	1
023400000007-26	2012	1
001700000990-32	2012	2
001700000990-32	2011	2
J19G00000000-17	2015	2
IV0N00000004-41	2011	1
167400000005-35	2014	2
167400000005-35	2012	1
985600043289-33	2014	1
432700000007-43	2011	1
IZ7N00000000-41	2015	1
I50400000005-43	2013	1
028200000004-26	2010	2
IXS700000001-33	2012	2
985600043203-31	2011	2
000200000993-32	2015	3
JAO300000006-41	2015	1
JAO300000006-41	2014	1
JAO300000006-41	2011	2
J03D00000008-31	2015	1
J03D00000008-31	2013	1
J03D00000008-31	2010	1
586200000003-53	2010	2
985600191016-32	2015	1
985600191016-32	2011	1
985600191016-32	2010	2
J0G300000002-33	2010	1
000400000997-17	2011	1
985600082896-35	2013	1
214300000009-33	2015	1
214300000009-33	2014	1
J6TL00000007-35	2013	1
J4VT00000001-41	2015	1
J4VT00000001-41	2014	2
J1VL00000005-32	2015	1
858700000006-50	2010	1
J13N00000005-33	2014	1
930846000007-24	2012	1
930846000007-24	2010	1
447900000009-32	2012	1
J35500000000-23	2010	2
J72U00000005-42	2014	5
J72U00000005-42	2012	1
985607401296-22	2011	1
178600000004-33	2012	3
J0JS00000006-21	2013	1
064100000009-41	2011	1
082500000004-26	2014	1
001900000994-42	2011	1
001900000994-42	2010	4
J0M700000007-13	2015	1
JS9O00000007-31	2011	1
IZEC00000004-43	2012	1
001800000003-35	2014	1
021700000006-25	2014	2
002100000998-43	2015	2
000800000994-26	2015	2
000800000994-26	2014	2
000800000994-26	2013	2
000800000994-26	2010	1
IXTV00000009-26	2011	5
002600000008-53	2015	1
IYT100000006-33	2015	1
IYT100000006-33	2014	6
IYT100000006-33	2013	1
IYT100000006-33	2012	1
IYT100000006-33	2011	2
IYT100000006-33	2010	1
433100000004-33	2014	2
433100000004-33	2013	2
002900000992-52	2012	1
001700000990-32	2014	1
HEAK00000004-23	2012	1
J8FX00000002-17	2014	3
J8FX00000002-17	2012	5
003100000996-35	2013	1
IX0E00000000-24	2010	2
IZZS00000003-35	2013	1
051600000006-27	2015	1
051600000006-27	2012	1
985600561310-33	2010	2
616600000006-15	2011	1
001700000990-53	2015	2
401100000006-31	2013	1
J0BF00000005-33	2013	1
J09100000003-26	2011	2
456000000001-32	2010	1
001100000990-28	2011	7
001300000993-41	2011	2
001300000993-41	2010	6
985600001900-35	2015	1
453200000000-23	2014	3
B3OT00000008-22	2012	1
000501004025-33	2014	1
000501004025-33	2012	2
000501004025-33	2011	1
072500000007-29	2015	1
J7ES00000006-28	2014	1
000700000992-27	2012	3
001500000997-27	2012	1
985600146169-53	2012	3
J2VV00000002-33	2014	3
J2VV00000002-33	2011	1
004500000991-35	2011	1
867500000001-27	2014	2
000500000999-53	2014	1
000800000994-11	2015	2
503700000000-53	2014	4
IXVL00000003-26	2015	3
001100000990-53	2015	8
001100000990-53	2014	6
001100000990-53	2013	5
322100000002-41	2011	2
322100000002-41	2010	1
GCPF00000003-31	2015	1
001900000994-24	2012	2
001500000997-52	2014	1
J6E100000006-33	2010	1
J8UJ00000002-23	2015	1
H1QJ00000008-43	2015	1
H1QJ00000008-43	2012	1
H1QJ00000008-43	2011	2
001700000990-26	2010	1
IXRF00000000-31	2015	1
IXRF00000000-31	2013	1
001200000991-27	2011	1
985600043084-35	2011	76
IY4D00000009-29	2015	2
000700000992-24	2011	1
985600196549-11	2012	1
985600196549-11	2010	1
311500000004-29	2012	18
JCM000000009-29	2013	1
IANL00000008-29	2013	1
IXH000000000-33	2012	3
000500000999-22	2012	3
985600728460-35	2012	3
J3UD00000005-51	2010	5
985600990970-35	2012	1
985600990970-35	2011	2
985600990970-35	2010	1
001800000992-27	2015	2
001800000992-27	2012	1
001800000992-27	2011	1
IXVL00000003-26	2012	2
985600164213-13	2015	1
083900000000-41	2014	3
063800000003-42	2015	2
063800000003-42	2014	2
063800000003-42	2013	1
063800000003-42	2010	5
001100000990-21	2013	4
985600143283-35	2012	1
013300000008-52	2010	3
000800000994-53	2014	5
IY4J00000000-53	2013	1
985600156113-53	2012	4
985600156113-53	2011	1
082000000005-35	2013	1
021000000003-32	2011	1
J76M00000001-43	2011	1
J76M00000001-43	2010	1
IZEE00000008-13	2010	1
626000000002-31	2015	9
136200000001-43	2014	2
176500000006-23	2014	1
873500000006-35	2011	1
IZ8V00000005-52	2014	1
794500000002-42	2015	1
794500000002-42	2014	1
002100000998-43	2011	1
J1RB00000004-27	2011	2
985600149567-31	2014	1
001400000995-26	2014	2
000400000997-51	2011	1
871600000001-43	2014	3
985600154056-43	2012	1
381700000009-35	2010	1
040000000000-51	2012	1
985601113523-43	2011	1
534600000008-35	2010	1
028100000002-33	2014	1
028100000002-33	2013	1
001500000997-31	2012	1
028700000003-29	2012	2
IZJL00000003-53	2015	1
066300000009-33	2011	2
985601228118-23	2014	1
985601228118-23	2011	1
JDFW00000004-17	2015	2
JDFW00000004-17	2013	2
JDFW00000004-17	2012	2
IZBD00000001-42	2013	1
985600401134-31	2013	3
985600401134-31	2012	2
985600401134-31	2011	3
900900000004-13	2012	1
900900000004-35	2014	2
JP0K00000004-33	2010	1
000900000996-27	2015	1
528700000005-41	2013	2
ICQ400000002-35	2014	1
ICQ400000002-35	2012	1
ICQ400000002-35	2011	1
ICQ400000002-35	2010	1
JCQK00000001-42	2013	1
900900000004-43	2015	1
900900000004-43	2010	1
057900000000-43	2010	1
0U5300000007-29	2011	1
JGLO00000007-50	2015	5
JGLO00000007-50	2014	5
JGLO00000007-50	2010	2
J03D00000008-43	2015	1
J03D00000008-43	2014	1
IY9600000005-31	2010	2
J0RV00000007-32	2015	1
451500000000-23	2012	1
351100000006-31	2015	3
000600000990-24	2012	4
IYIA00000006-41	2012	1
IYIA00000006-41	2011	1
001900000994-33	2015	2
001900000994-33	2013	5
000700000992-21	2011	2
IVJW00000006-26	2014	2
J4FW00000001-52	2010	2
001300000993-27	2014	2
081200000000-33	2012	6
001000000998-11	2013	1
JCT500000005-33	2015	1
JCT500000005-33	2013	1
294800000006-42	2014	1
873100000009-35	2011	1
GFGJ00000000-27	2011	1
456900000008-25	2013	1
777100000005-42	2014	3
777100000005-42	2010	2
IY4D00000009-29	2014	4
193500000006-25	2014	1
0W5Q00000007-43	2012	1
253800000009-35	2014	1
008200000000-43	2015	9
601200000000-31	2010	1
001600000999-29	2015	2
001600000999-29	2014	2
001600000999-29	2013	1
001600000999-29	2011	3
J7Y600000002-31	2013	1
J35500000000-23	2011	1
455300000009-32	2010	1
002300000991-52	2012	2
J00Z00000007-32	2011	1
383600000003-27	2011	1
032604003020-33	2012	2
023600000000-29	2011	1
J2GK00000001-31	2012	1
985607399968-35	2010	1
028700000003-29	2014	2
028700000003-29	2013	1
985601000990-23	2012	1
024300000003-52	2015	1
024300000003-52	2014	1
024300000003-52	2010	1
J0GX00000002-41	2014	3
J0GX00000002-41	2013	1
413600000009-35	2015	3
985600215063-35	2010	2
JARS00000000-35	2012	1
IYSS00000000-27	2014	1
456900000008-25	2011	1
985608320567-53	2015	1
368600000000-43	2015	1
002100000998-28	2013	1
002100000998-28	2011	1
AT0F00000005-35	2013	1
074300000000-33	2011	4
0O2I00000000-33	2014	1
000800000994-52	2012	2
434600000001-41	2014	1
396900000000-35	2014	1
001500000997-33	2015	1
001500000997-33	2014	10
001500000997-33	2013	5
001500000997-33	2012	4
000600000990-23	2015	2
003700000997-35	2011	5
003700000997-35	2010	1
003100000996-33	2012	1
985600509512-41	2010	1
311500000004-29	2011	1
985600908859-35	2013	1
002600000997-52	2013	3
002600000997-52	2012	2
000300000995-24	2014	1
490100000003-43	2015	1
016900000003-24	2014	1
016900000003-24	2011	1
J94900000002-13	2014	1
J94900000002-13	2013	2
J94900000002-13	2012	1
J2CS00000003-35	2014	1
J00Z00000007-32	2015	1
AT0700000009-33	2015	1
013300000008-52	2011	1
IXJ000000007-21	2012	1
J17Z00000001-13	2015	1
J17Z00000001-13	2013	1
J17Z00000001-13	2012	1
002700000000-33	2011	1
985600043882-35	2014	1
574900000002-43	2011	3
482100000002-43	2011	2
J1RN00000008-29	2015	1
000600000990-25	2014	2
002100000998-13	2015	1
002100000998-13	2012	5
002100000998-13	2010	2
JAUL00000000-31	2013	1
JAUL00000000-31	2011	1
JAUL00000000-31	2010	2
985600099934-25	2012	4
000900000996-53	2014	2
114200000000-41	2012	1
114200000000-41	2010	1
002200000990-35	2010	3
024300000003-33	2010	1
985600657104-41	2013	5
0ART00000004-35	2013	1
J9IX00000004-35	2012	1
880600000000-32	2015	1
454300000000-41	2015	2
454300000000-41	2013	2
454300000000-41	2012	3
002400000993-23	2012	2
JP5W00000009-43	2015	2
JP5W00000009-43	2014	2
JP5W00000009-43	2013	3
JP5W00000009-43	2012	2
985600208725-29	2015	1
985600208725-29	2011	1
985600208725-29	2010	2
010800000002-35	2013	1
J4FW00000001-52	2013	1
J4HL00000006-52	2013	1
J2Z200000007-35	2012	1
J9IX00000004-35	2015	2
IXCW00000003-29	2015	2
IXCW00000003-29	2013	2
881000000008-53	2011	1
985600042002-51	2012	1
985600042002-51	2011	2
IVBB00000009-31	2011	1
IZ8J00000000-35	2013	2
DBS000000002-26	2013	1
JHUE00000006-33	2015	1
015100000000-43	2013	1
J2CS00000003-35	2013	1
001200000991-31	2015	2
J90W00000007-27	2011	2
JGG200000004-35	2010	5
J09100000003-26	2010	1
B00800000001-35	2015	1
B00800000001-35	2013	1
IYAN00000006-31	2015	2
IYAN00000006-31	2014	4
985600431459-23	2012	1
985600178648-31	2015	1
985600178648-31	2013	1
001800000992-29	2012	1
IYSC00000000-35	2013	1
534700000000-25	2012	1
985600072017-31	2010	10
028700000003-29	2010	1
0WUI00000000-35	2011	1
985600145502-35	2015	1
000400000997-13	2011	2
IYC500000006-29	2013	1
IYC500000006-29	2010	1
985600041944-42	2013	1
985600041944-42	2010	1
002600000997-52	2010	1
070300000007-53	2015	2
JMA100000004-13	2011	1
002300000002-31	2013	1
354700000001-33	2015	1
771700000007-29	2013	4
451600000001-23	2013	1
HVL300000006-43	2014	1
002900000992-41	2013	1
985600089670-31	2013	1
534700000000-25	2013	1
534700000000-25	2011	1
J08V00000005-33	2015	1
863600000000-26	2015	2
109800000005-25	2014	1
003800000000-53	2015	2
985600161974-42	2011	2
431100000008-35	2013	1
J0GE00000004-31	2012	1
407800000008-11	2014	2
616300000000-27	2015	2
000200000993-32	2013	3
J6O400000001-35	2015	1
J6O400000001-35	2014	2
985602000994-35	2015	2
GFKK00000005-43	2015	1
001800000992-29	2015	1
JNWE00000003-43	2012	1
091600000005-52	2014	2
JSP800000001-41	2015	1
JSP800000001-41	2014	1
JSP800000001-41	2013	1
JSP800000001-41	2011	1
771100000006-41	2011	2
794500000002-42	2010	2
023500000009-31	2014	1
023500000009-31	2010	3
JE6A00000006-42	2012	1
JE6A00000006-42	2011	1
J1L900000000-35	2015	1
000400000997-51	2015	1
001100000990-50	2011	2
JP5W00000009-43	2011	3
0OUA00000000-41	2010	1
531700000005-13	2014	1
001300000993-27	2013	2
001300000993-27	2012	1
000600000990-24	2013	1
000600000990-24	2011	1
001000000998-25	2014	3
000800000994-50	2014	1
000800000994-50	2012	1
J6QK00000000-35	2011	1
985600433982-43	2012	1
904100000002-33	2014	3
985600168804-41	2015	2
JEHD00000000-43	2014	2
JEHD00000000-43	2013	1
JEHD00000000-43	2012	3
JEHD00000000-43	2011	5
IXOR00000009-14	2010	2
082500000004-26	2011	2
J94400000003-41	2015	5
J94400000003-41	2014	5
J4VT00000001-42	2013	7
JIGJ00000001-43	2014	1
JIGJ00000001-43	2011	2
J00N00000003-29	2013	2
JHUP00000008-41	2011	1
985600726106-41	2010	1
985600170892-41	2015	1
002200000990-26	2010	1
028300000006-53	2012	1
985600043408-35	2014	2
985600728460-35	2010	1
088200000008-29	2014	1
088200000008-29	2012	1
088200000008-29	2011	1
J11I00000008-28	2015	1
J11I00000008-28	2011	1
J11I00000008-28	2010	1
000400000997-11	2014	2
000400000997-11	2011	2
000400000997-11	2010	1
IYIB00000008-35	2014	1
J0IX00000009-29	2010	2
J35500000000-23	2013	1
000800000994-28	2011	1
JGG200000004-35	2011	1
985600043203-31	2010	1
381700000009-35	2015	1
381700000009-35	2012	3
623700000000-41	2015	2
J3XQ00000005-42	2012	1
IY6A00000000-35	2013	1
985600178346-35	2010	2
985600199408-41	2013	1
IXYJ00000002-31	2012	1
008700000009-24	2011	1
008700000009-24	2010	1
001100000990-21	2014	1
001100000990-21	2010	1
JUCV00000006-26	2014	1
J1FO00000003-43	2014	12
083900000000-41	2012	1
501600000001-52	2012	1
005200000005-33	2010	2
IXS700000001-33	2011	1
485400000002-35	2012	1
985600971399-35	2015	1
001600000999-21	2013	1
IZS100000005-43	2015	2
IZS100000005-43	2010	3
J0GE00000004-31	2014	1
985601110958-21	2014	1
985601000990-53	2011	3
000500000999-32	2015	2
586500000009-32	2015	1
J1MX00000007-35	2015	1
072500000007-29	2014	18
J2LV00000002-21	2011	1
0OUA00000000-41	2013	2
985600140845-35	2012	1
985600140845-35	2010	1
202900000006-35	2011	1
035500000002-35	2012	1
J4FW00000001-52	2012	2
863600000000-26	2014	2
863600000000-26	2010	1
401100000006-31	2014	2
000500000999-32	2012	2
985601345955-52	2011	1
J86S00000000-35	2013	1
J86S00000000-35	2012	1
009100000006-53	2014	1
J4FW00000001-52	2014	1
015500000008-35	2014	1
008700000009-27	2012	3
JM7R00000002-35	2013	1
015100000000-35	2012	1
GCI600000000-42	2015	2
GCI600000000-42	2010	1
002500000995-33	2010	1
045100000002-33	2010	1
615500000006-16	2013	2
IZF500000008-41	2015	1
IZWQ00000005-28	2015	2
IZWQ00000005-28	2011	2
291600000008-41	2015	2
291600000008-41	2014	2
291600000008-41	2013	2
291600000008-41	2012	1
291600000008-41	2010	1
579200000000-25	2011	1
985600143283-35	2015	2
000600000990-25	2015	3
000700000992-24	2010	2
003000000994-33	2014	1
003000000994-33	2013	1
003000000994-33	2011	1
003000000994-33	2010	1
001300000993-13	2012	1
001300000993-13	2010	1
JMA100000004-13	2010	1
898700000005-53	2012	1
554700000004-27	2011	1
985601345955-52	2015	1
003000000994-35	2015	4
747100000003-35	2011	1
832200000003-43	2012	2
832200000003-43	2010	1
985600187752-42	2015	1
001400000995-29	2015	1
870200000006-33	2010	1
JHUE00000006-33	2011	1
985600189488-31	2011	2
B3WZ00000004-13	2015	1
J7K600000000-26	2011	1
985600166534-35	2010	2
IXH000000000-33	2011	1
JFT200000001-35	2011	2
003800000999-35	2015	3
985600187752-42	2013	1
J1HP00000001-42	2012	1
IX7N00000006-11	2014	3
IX7N00000006-11	2012	1
IX7N00000006-11	2010	3
834400000003-35	2015	3
834400000003-35	2012	2
834400000003-35	2011	1
985601361799-31	2015	4
021000000003-32	2015	2
IWT700000002-41	2010	1
089000000002-35	2010	1
001300000993-41	2012	7
JCI900000004-23	2012	2
064200000000-24	2015	2
064200000000-24	2014	1
064200000000-24	2013	2
064200000000-24	2012	1
577500000000-33	2015	1
985600143283-35	2014	2
985600143283-35	2013	1
985600143283-35	2010	2
032604003020-33	2015	1
032604003020-33	2014	1
032604003020-33	2013	4
032604003020-33	2011	1
768800000009-41	2010	1
JGGO00000008-23	2013	1
560600000007-29	2010	1
985600153688-33	2010	1
JPCX00000006-33	2015	1
JPCX00000006-33	2010	1
861000000003-13	2014	1
178600000004-33	2013	1
482100000002-43	2014	2
J4JR00000003-31	2011	2
000600000990-13	2012	1
001800000992-43	2013	1
985600072017-31	2011	2
JDZ000000000-29	2012	1
IYQB00000001-35	2015	1
JNL000000008-41	2012	1
J2C800000003-53	2011	1
J2C800000003-53	2010	1
I7PM00000007-22	2013	1
J88G00000002-16	2011	1
0WUI00000000-35	2014	1
057500000003-31	2010	1
001200000991-24	2012	2
951100000004-43	2011	1
985600444798-29	2014	1
985600444798-29	2013	1
985600444798-29	2011	1
000504002023-33	2015	1
000504002023-33	2014	2
000504002023-33	2012	6
000504002023-33	2011	3
IZWQ00000005-28	2010	1
000800000994-28	2015	3
J2GL00000003-29	2013	1
055100000000-53	2010	1
002400000993-43	2010	3
985600219433-35	2015	3
985600219433-35	2014	2
985600107511-35	2010	1
871600000001-43	2015	2
000600000990-25	2011	2
JAL200000000-35	2012	4
000300000995-32	2012	5
001200000991-42	2010	1
001400000995-53	2012	1
J6DP00000005-33	2013	1
J09300000007-21	2013	2
IZYJ00000007-52	2010	1
002100000998-53	2013	1
002200000990-41	2015	1
J6G600000001-41	2013	2
J6G600000001-41	2012	2
