idDaInstituicao	anoDePublicacao	total
985600174499-43	2012	1
J0IH00000006-27	2013	21
898800000007-53	2011	1
GFGJ00000000-27	2015	1
J04Y00000008-51	2015	4
J04Y00000008-51	2014	1
J04Y00000008-51	2013	2
J04Y00000008-51	2012	1
J04Y00000008-51	2010	4
J1BJ00000000-35	2012	8
000600000990-33	2014	16
530400000001-31	2013	24
000900000996-27	2011	1
005200000005-33	2011	1
001000000998-31	2012	8
005100000003-31	2010	7
413600000009-35	2011	1
733300000007-35	2010	2
381700000009-35	2011	8
IVBB00000009-31	2010	1
435900000005-31	2014	8
117300000007-35	2012	10
117300000007-35	2011	9
117300000007-35	2010	9
875100000005-42	2011	2
875100000005-42	2010	2
000500000999-31	2015	9
247500000009-43	2015	24
000900000996-27	2013	1
J7QZ00000007-35	2012	2
J7QZ00000007-35	2010	1
017000000005-53	2011	1
045100000002-53	2015	5
IZEE00000008-42	2013	6
208000000009-35	2010	23
IZYV00000002-35	2010	1
579700000000-35	2013	8
J00Z00000007-32	2013	1
985600002310-41	2012	1
985601000990-42	2010	8
000300000995-52	2013	4
089100000004-52	2010	57
985600197952-33	2010	1
IXRM00000004-35	2010	10
455800000008-31	2015	12
455800000008-31	2014	3
455800000008-31	2012	8
J8XE00000008-35	2011	2
009200000008-11	2015	15
009200000008-11	2014	17
009200000008-11	2013	31
385300000004-35	2012	2
286200000004-35	2015	3
286200000004-35	2014	3
286200000004-35	2013	3
002000000996-33	2013	5
002000000996-33	2012	9
J6V200000003-35	2014	4
J6V200000003-35	2013	12
000800000994-29	2014	7
775300000002-43	2011	2
IVJW00000006-26	2011	1
000900000996-41	2014	6
046100000000-28	2011	18
047900000003-33	2013	9
003700000997-35	2015	2
003700000997-35	2014	1
003700000997-35	2012	9
J2UF00000001-29	2014	3
002800000990-28	2015	2
002800000990-28	2014	2
450400000000-41	2010	10
468600000006-42	2012	10
468600000006-42	2011	1
752200000001-35	2013	6
752200000001-35	2012	11
045000000000-53	2015	22
045000000000-53	2014	25
045000000000-53	2012	17
985608320850-53	2011	1
985608320850-53	2010	2
HHPY00000004-31	2012	2
192600000000-43	2014	1
192600000000-43	2012	1
066300000009-33	2010	9
IXKB00000005-11	2015	10
IXKB00000005-11	2014	16
000200000993-50	2014	5
000200000993-50	2011	11
303400000001-53	2011	17
303400000001-53	2010	6
156100000004-53	2012	2
156100000004-53	2011	1
457000000000-35	2010	1
JN4000000002-35	2015	5
JN4000000002-35	2014	2
JN4000000002-35	2011	1
166700000002-35	2012	8
166700000002-35	2011	6
003000000994-35	2014	4
003000000994-35	2012	5
IX7W00000004-43	2013	2
IX7W00000004-43	2011	3
032601005013-33	2014	3
032601005013-33	2013	1
032601005013-33	2012	7
032601005013-33	2010	10
985600043181-35	2012	5
985600043181-35	2010	4
001400000995-26	2013	5
000400000997-43	2012	31
015100000000-33	2014	2
015100000000-33	2012	2
015100000000-33	2011	1
028700000003-28	2012	2
001300000993-43	2015	4
000200000993-51	2014	10
000200000993-51	2013	7
438600000004-23	2011	26
000200000993-50	2013	3
000200000993-50	2012	4
000200000993-50	2010	14
350300000001-33	2013	6
023200000003-35	2011	1
001700000001-41	2011	12
445200000000-42	2012	12
IYSC00000000-35	2011	1
000400000997-53	2015	3
490100000003-43	2014	3
985600070219-33	2015	2
985600070219-33	2014	5
001600000999-31	2015	3
001600000999-31	2014	2
001600000999-31	2013	3
001600000999-31	2012	5
001600000999-31	2011	7
001600000999-31	2010	7
000800000994-21	2014	2
892200000007-35	2014	10
000800000994-23	2014	7
000800000994-23	2013	5
064100000009-41	2014	2
JCI900000004-23	2010	2
192500000008-31	2015	32
027200000006-33	2015	9
000501005048-33	2011	13
000501005048-33	2010	4
064300000002-43	2015	1
985601336778-53	2014	1
985601336778-53	2013	1
985601336778-53	2011	5
985601336778-53	2010	3
IY7O00000005-16	2012	12
097600000004-28	2012	1
097600000004-28	2011	2
097600000004-28	2010	2
000600000990-26	2011	5
000600000990-26	2010	7
005100000003-31	2012	2
005100000003-31	2011	5
000900000996-26	2013	4
375700000004-33	2013	8
375700000004-33	2012	13
375700000004-33	2011	14
375700000004-33	2010	9
061900000009-53	2011	1
767400000003-53	2013	1
000800000994-29	2013	7
000800000994-29	2011	6
818300000000-41	2014	1
818300000000-41	2012	2
818300000000-41	2011	1
047900000003-33	2014	2
028200000004-43	2014	1
I25800000001-42	2011	1
473900000008-29	2015	1
473900000008-29	2013	3
001100000990-41	2013	7
000500000999-33	2015	14
000500000999-33	2011	19
311500000004-21	2012	1
309100000005-35	2015	1
616600000006-15	2012	2
000600000990-41	2010	9
985600431459-23	2011	2
062200000004-43	2014	5
000700000992-26	2013	15
000700000992-26	2012	2
JI7500000002-23	2015	43
001300000993-53	2015	3
001300000993-53	2014	3
001300000993-53	2013	7
001300000993-53	2011	6
001300000993-53	2010	3
099200000003-33	2014	10
000500000999-52	2014	5
000500000999-52	2011	6
177500000004-22	2014	1
177500000004-22	2013	4
028200000004-53	2015	44
J1FO00000003-43	2012	1
J1FO00000003-43	2011	1
J1FO00000003-43	2010	1
160300000006-53	2011	2
J6B200000003-33	2014	3
001300000993-50	2012	2
116000000003-31	2015	1
116000000003-31	2012	6
174300000006-35	2013	5
174300000006-35	2012	4
985600151383-53	2013	8
JAH000000005-31	2014	1
420700000003-35	2015	12
000500000999-53	2013	5
000500000999-53	2010	8
002400000004-31	2014	2
002400000004-31	2011	3
000600000990-29	2012	17
IX9T00000003-33	2013	1
102400000000-43	2012	7
522600000004-35	2010	1
075700000005-27	2011	19
985600154048-43	2012	9
001400000995-42	2014	2
544800000009-33	2015	3
004800000008-53	2011	1
442500000000-31	2011	22
448200000004-13	2012	6
448200000004-13	2010	7
985600203677-35	2010	2
J2KO00000000-28	2015	1
J2KO00000000-28	2011	1
IWD500000000-35	2012	4
IWD500000000-35	2010	2
J8FX00000002-17	2015	3
J8FX00000002-17	2011	4
155200000008-41	2013	9
001500000997-41	2011	4
009200000008-22	2011	28
J0ZA00000009-41	2010	1
003100000996-33	2015	3
003100000996-33	2014	3
HHPY00000004-31	2010	2
025500000005-33	2013	34
377400000005-33	2015	12
009200000008-13	2012	29
GZM800000006-35	2011	2
ICRE00000000-41	2012	2
032601006028-33	2015	4
032601006028-33	2014	5
032601006028-33	2013	3
032601006028-33	2012	3
032601006028-33	2011	4
032601006028-33	2010	4
J11I00000008-28	2014	1
670900000006-50	2014	1
001700000990-43	2010	8
985600140845-35	2015	3
985600140845-35	2014	6
985600140845-35	2011	7
000200000993-13	2013	4
JCIQ00000009-35	2014	1
JCIQ00000009-35	2013	1
000500000999-29	2014	5
000500000999-29	2013	4
888300000000-27	2012	1
J6V200000003-31	2013	3
985601000990-31	2011	13
802600000009-35	2015	40
802600000009-35	2011	28
802500000007-35	2011	17
014200000004-33	2015	13
001600000999-41	2010	1
J1AT00000001-53	2011	11
JGLR00000002-35	2010	1
J0G300000002-33	2014	2
331400000007-31	2011	2
331400000007-31	2010	1
985600433982-43	2014	1
IY9F00000003-27	2013	3
IX7N00000006-11	2011	1
ISUL00000001-33	2015	12
ISUL00000001-33	2011	4
985600085410-42	2012	8
000400000997-27	2012	57
001500000997-13	2015	1
001500000997-13	2012	2
000400000997-13	2015	5
000400000997-13	2013	4
530400000001-31	2011	20
023500000009-31	2011	4
032601005048-33	2014	12
032601005048-33	2013	4
032601005048-33	2011	1
032601005048-33	2010	2
985601345955-52	2013	1
J6IN00000002-41	2014	3
985600146207-35	2014	2
985600146207-35	2011	3
431900000002-41	2014	8
431900000002-41	2013	9
431900000002-41	2012	6
985600042886-35	2015	5
985600042886-35	2014	6
985600042886-35	2013	3
985600042886-35	2012	2
985600042886-35	2011	2
985600042886-35	2010	4
985600198339-35	2012	7
985600198339-35	2011	1
985600198339-35	2010	5
000800000994-33	2013	8
985600191121-35	2013	18
118900000006-50	2015	2
000700000992-33	2013	15
000700000992-33	2012	5
000700000992-33	2011	14
IXMQ00000000-26	2015	2
001300000993-42	2015	6
001300000993-42	2014	14
J1JP00000008-22	2015	14
J1JP00000008-22	2014	21
752200000001-35	2015	4
752200000001-35	2011	10
586200000003-53	2014	3
985600188120-41	2013	4
425500000000-50	2014	9
425500000000-50	2012	9
062900000007-53	2013	1
041600000009-15	2014	5
041600000009-15	2013	7
041600000009-15	2012	8
041600000009-15	2011	11
041600000009-15	2010	6
021700000006-25	2010	2
099200000003-33	2015	7
071800000004-31	2014	7
001000000998-42	2015	23
985600043181-35	2014	2
985600043181-35	2013	1
IXXP00000007-35	2013	1
IXXP00000007-35	2011	1
IXXP00000007-35	2010	1
001400000995-32	2011	1
001600000999-33	2011	5
IZ8I00000008-35	2015	2
IZ8I00000008-35	2014	2
419800000001-41	2012	8
001800000992-43	2015	2
001800000992-43	2010	1
J35500000000-23	2014	1
J0TA00000001-35	2010	8
195500000002-35	2013	15
195500000002-35	2010	14
985600694069-33	2010	7
I7PM00000007-22	2014	1
I7PM00000007-22	2012	9
I7PM00000007-22	2011	4
I7PM00000007-22	2010	20
JL6J00000000-31	2014	4
JL6J00000000-31	2013	1
JL6J00000000-31	2012	1
JL6J00000000-31	2011	2
IXMQ00000000-26	2010	2
001300000993-52	2015	1
001300000993-52	2013	4
001300000993-52	2012	6
001300000993-52	2011	4
435900000005-31	2011	10
JCI900000004-23	2013	1
002000000996-13	2013	1
002000000996-13	2012	1
002200000990-53	2015	1
IZ7N00000000-41	2011	6
IZ8J00000000-35	2012	3
IZ8J00000000-35	2011	1
0U5300000007-29	2010	2
J09300000007-21	2014	1
J09300000007-21	2010	1
081200000000-33	2013	3
013800000007-24	2010	29
000700000992-42	2013	3
000700000992-42	2012	9
J8EF00000008-53	2011	2
000500000999-29	2012	7
000500000999-29	2011	9
099200000003-33	2011	16
J27M00000003-24	2015	1
000900000996-41	2013	3
559400000000-31	2014	2
985601345955-52	2010	3
000400000997-24	2013	4
985600079623-23	2014	5
JA6O00000004-22	2015	2
JA6O00000004-22	2014	1
JA6O00000004-22	2012	3
JA6O00000004-22	2011	2
JA6O00000004-22	2010	1
J3XQ00000005-42	2011	3
J3XQ00000005-42	2010	2
385700000001-53	2013	1
985600042746-35	2011	3
428800000000-22	2014	52
001400000995-27	2014	1
192500000008-31	2014	35
192500000008-31	2013	26
985601000990-42	2015	1
985601000990-42	2014	2
066300000009-53	2014	14
449900000005-50	2010	1
000400000997-23	2011	6
000400000008-35	2015	12
177400000002-43	2014	1
177400000002-43	2011	1
002000000996-43	2012	1
000400000997-42	2014	3
546600000001-52	2015	4
546600000001-52	2013	4
501500000000-23	2014	9
001700000001-41	2014	12
001700000001-41	2010	2
JNM600000007-29	2011	6
J9W800000004-51	2015	6
660300000008-35	2015	102
000200000993-22	2014	2
000200000993-22	2013	2
428800000000-22	2010	54
001600000999-24	2010	2
167600000009-41	2012	17
001300000993-33	2013	7
069000000008-29	2012	17
069000000008-29	2010	8
J3Y700000005-50	2011	10
873100000009-35	2015	3
IZ1B00000008-50	2015	2
IZ1B00000008-50	2014	1
IZ1B00000008-50	2012	3
JFT200000001-35	2012	2
J0MF00000003-50	2011	1
023400000007-26	2011	4
JAF000000009-32	2012	1
528700000005-41	2014	5
528700000005-41	2012	3
J17W00000006-31	2015	1
884500000001-41	2015	3
884500000001-41	2014	2
884500000001-41	2013	7
884500000001-41	2012	8
884500000001-41	2011	12
884500000001-41	2010	18
168700000009-35	2013	9
000400000997-43	2015	22
JOUV00000009-26	2015	1
JOUV00000009-26	2014	1
051600000006-27	2013	2
001100000990-53	2010	13
002500000995-35	2012	10
IYC300000002-31	2015	5
IYC300000002-31	2014	8
IYC300000002-31	2013	7
195600000004-26	2014	12
195600000004-26	2013	5
195600000004-26	2011	5
985601000990-32	2011	2
043400000001-35	2010	4
JUC100000006-52	2014	6
JUC100000006-52	2013	4
JUC100000006-52	2012	1
010800000002-35	2012	1
JAVB00000008-33	2015	1
J4VT00000001-42	2012	6
115200000009-33	2014	1
091600000005-52	2012	4
461400000005-33	2011	3
985600077051-53	2013	1
088200000008-43	2010	3
500400000000-26	2012	2
000200000993-28	2014	7
000200000993-28	2012	6
J6NH00000009-35	2011	8
118000000000-35	2015	17
001800000992-33	2013	12
001800000992-33	2011	7
295500000009-41	2013	17
295500000009-41	2010	24
J14G00000009-53	2014	2
J14G00000009-53	2012	5
J14G00000009-53	2011	12
J14G00000009-53	2010	3
J1QC00000008-35	2015	3
J1QC00000008-35	2012	5
J1QC00000008-35	2011	9
985600146169-53	2013	1
001900000994-33	2011	6
001900000994-33	2010	1
985600143283-35	2011	6
JNTM00000007-33	2011	25
JNTM00000007-33	2010	19
985600084597-29	2015	1
J9W800000004-51	2010	2
920771000008-43	2010	2
J6G600000001-41	2014	2
985600088568-51	2010	5
063600000000-31	2012	7
JAEG00000001-23	2010	2
422500000006-27	2012	23
092700000005-33	2014	2
286800000005-35	2015	2
286800000005-35	2010	7
001200000991-33	2011	7
010000000008-53	2012	2
028700000003-31	2014	1
J2UJ00000009-31	2010	1
000700000992-33	2014	7
J19C00000002-35	2013	2
884800000007-26	2010	1
464400000000-31	2015	4
464400000000-31	2012	1
464400000000-31	2011	1
IY7O00000005-16	2013	11
IY7O00000005-16	2011	3
J0KV00000000-26	2015	2
J0KV00000000-26	2014	2
J0KV00000000-26	2011	2
JMA100000004-13	2014	1
JE6A00000006-42	2015	1
000500000999-25	2010	2
200200000007-22	2011	84
000700000992-29	2014	3
JME100000007-35	2012	1
JI7500000002-23	2012	39
J3E400000000-50	2014	20
J1GS00000009-11	2010	16
985600406756-35	2015	12
124000000004-31	2015	2
124000000004-31	2014	2
124000000004-31	2011	5
790100000002-43	2011	8
J10F00000004-23	2010	2
J0OB00000002-35	2014	15
J0OB00000002-35	2010	11
000300000995-28	2015	4
985600042339-35	2012	3
985600042339-35	2011	9
985600042339-35	2010	7
J5U700000007-24	2011	1
IWBX00000000-31	2014	5
520400000004-43	2012	6
858000000003-32	2010	4
000200000993-11	2015	1
000200000993-11	2014	6
551700000000-35	2010	1
000500000999-41	2015	11
171800000000-41	2010	4
141900000000-26	2010	6
J4BE00000002-42	2010	1
000501004025-33	2015	4
000501004025-33	2013	1
000501004025-33	2010	5
001800000992-53	2012	3
173700000005-33	2013	4
055600000009-33	2011	8
425500000000-50	2015	4
425500000000-50	2013	3
003200000998-33	2015	2
003200000998-33	2014	3
003200000998-33	2013	2
003200000998-33	2011	1
294800000006-31	2012	1
000500000999-23	2010	5
J1OA00000008-31	2015	1
J13N00000005-33	2012	1
HBDU00000007-33	2014	1
IZT700000004-33	2014	7
IZT700000004-33	2013	3
IZT700000004-33	2011	5
J0T000000001-35	2011	12
026200000008-41	2011	1
IYCD00000002-35	2011	10
001700000990-32	2013	1
IY9V00000006-35	2015	4
IY9V00000006-35	2014	5
IY9V00000006-35	2013	5
IY9V00000006-35	2012	2
IY9V00000006-35	2011	7
000501006010-33	2013	4
000501006010-33	2012	3
000501006010-33	2011	8
000501006010-33	2010	5
911900000000-53	2014	1
485400000002-35	2011	1
201900000008-33	2015	17
201900000008-33	2014	64
201900000008-33	2013	18
375700000004-33	2014	7
001100000990-28	2014	2
001100000990-28	2013	2
001100000990-28	2010	1
001300000993-41	2013	6
198100000000-42	2014	6
198100000000-42	2010	7
J13A00000000-26	2012	1
601200000000-31	2011	6
J3RT00000003-43	2012	5
001300000993-29	2013	4
021700000006-25	2011	9
852800000009-52	2013	1
852800000009-52	2012	2
072300000003-43	2013	12
001400000995-31	2012	9
001400000995-31	2011	10
001400000995-31	2010	10
985600209497-43	2010	3
586200000003-53	2012	1
586200000003-53	2011	3
985601066584-35	2011	11
J44200000003-33	2014	1
615500000006-16	2012	3
014600000001-51	2015	1
014600000001-51	2013	1
IZEE00000008-51	2015	4
IZEE00000008-51	2011	1
028700000003-32	2011	1
001300000993-13	2014	1
001300000993-13	2013	1
001300000993-13	2011	1
001700000990-29	2015	4
000500000999-13	2013	1
000500000999-13	2012	3
IX0E00000000-24	2011	1
000400000997-17	2010	2
JSP800000001-23	2015	6
JSP800000001-23	2012	4
JSP800000001-23	2011	3
JSP800000001-23	2010	2
000400000008-35	2014	16
000400000008-35	2011	13
003300000990-35	2013	1
003300000990-35	2011	1
003300000990-35	2010	2
JGGO00000008-23	2014	1
IXOI00000000-27	2010	3
444300000003-32	2012	8
000800000994-32	2013	3
J0W700000007-41	2012	4
J0W700000007-41	2011	4
985600159937-32	2012	3
985600159937-32	2011	1
427000000008-33	2014	4
353400000008-41	2015	1
353400000008-41	2014	1
353400000008-41	2012	1
J97800000005-50	2014	4
021700000006-25	2015	7
000400000008-35	2012	14
000200000993-27	2015	7
001100000990-41	2010	6
001000000998-22	2015	7
001100000990-29	2015	1
001200000991-29	2011	3
001000000998-31	2014	8
001000000998-31	2013	11
000500000999-41	2013	19
000200000993-52	2015	8
873100000009-35	2014	2
IWT900000006-42	2013	2
490100000003-43	2012	3
J03D00000008-35	2015	3
J03D00000008-35	2014	2
J03D00000008-35	2013	7
J03D00000008-35	2012	8
J03D00000008-35	2011	7
J03D00000008-35	2010	7
J0JS00000006-21	2015	1
554700000004-27	2013	2
885400000008-43	2015	36
202100000001-31	2015	36
420900000007-35	2014	8
420900000007-35	2013	7
420900000007-35	2011	2
985600043920-35	2011	2
IZEP00000000-35	2010	5
099200000003-33	2010	18
002400000004-31	2015	4
002400000004-31	2013	4
833400000005-43	2014	1
JF9S00000002-42	2010	5
IYAY00000008-31	2015	2
IYAY00000008-31	2010	4
J7AC00000002-43	2011	4
870200000006-33	2011	3
032601005056-33	2015	1
032601005056-33	2014	2
032601005056-33	2013	6
404300000004-15	2013	7
985600170892-35	2014	1
985600170892-35	2013	1
482000000000-13	2011	23
000800000994-31	2015	11
000800000994-31	2011	7
J0W700000007-41	2010	4
348800000009-53	2014	4
985600188139-41	2015	1
985600188139-41	2014	2
985600188139-41	2011	1
J3UD00000005-12	2014	3
J3UD00000005-12	2012	3
771100000006-41	2010	2
IW9W00000003-33	2011	5
870200000006-33	2014	1
142000000002-33	2013	2
142000000002-33	2012	4
J2E200000009-41	2014	1
J2E200000009-41	2013	3
419800000001-41	2010	5
J38U00000005-33	2011	1
000400000997-26	2014	8
832000000000-35	2015	1
J09100000003-26	2012	7
J0G300000002-33	2015	5
000900000996-23	2014	1
000900000996-23	2012	1
985600042827-35	2014	5
J61F00000009-31	2015	3
069300000003-53	2015	1
861700000006-35	2012	1
JNI100000007-52	2015	5
623800000002-43	2015	14
J9NR00000000-35	2015	1
J9NR00000000-35	2014	10
281800000004-35	2012	2
H22V00000008-41	2014	1
384400000008-35	2013	2
IX1000000001-52	2013	1
J4BE00000002-42	2015	2
031100000002-23	2010	1
J47R00000007-42	2015	4
869700000001-33	2012	1
IYDQ00000006-29	2012	2
J24H00000008-31	2013	3
001700000001-41	2013	5
001700000001-41	2012	14
001400000995-23	2012	2
001400000995-23	2010	2
088200000008-29	2010	4
002000000996-35	2014	81
002000000996-35	2010	8
000800000994-24	2013	4
000800000994-24	2012	2
000300000995-52	2010	5
002500000995-41	2010	2
985601004481-35	2015	1
115200000009-33	2013	3
985600191121-35	2015	4
985600088568-51	2011	5
J8GJ00000001-13	2010	2
168700000009-35	2015	3
001200000991-29	2014	1
J76M00000001-43	2012	2
000600000990-27	2012	5
IZY100000002-35	2013	1
002800000990-35	2014	13
002800000990-35	2013	16
002800000990-35	2012	21
002800000990-35	2011	17
002800000990-35	2010	18
985600043181-35	2015	2
985600074036-41	2012	1
004700000006-33	2013	15
001000000998-43	2014	7
040000000000-27	2013	8
503300000002-35	2015	3
010100000000-33	2010	2
IWT400000007-31	2013	4
000500000999-25	2012	3
JHZP00000009-23	2014	2
JHZP00000009-23	2012	2
001800000992-52	2010	1
IXU200000007-53	2015	1
985600154048-43	2015	6
985600154048-43	2014	5
985600154048-43	2010	8
869800000003-41	2014	9
985600219158-23	2015	4
985600219158-23	2012	4
985600219158-23	2011	4
985600219158-23	2010	3
097600000004-28	2014	1
985608320850-53	2012	2
JSMM00000006-24	2015	47
001700000990-35	2013	18
002900000992-31	2013	1
J00Z00000007-35	2012	9
000900000996-22	2011	2
212000000007-41	2011	1
000700000992-26	2010	3
195500000002-35	2012	13
J6E100000006-33	2011	2
000200000993-21	2013	1
000200000993-21	2011	2
419800000001-41	2011	17
J1VQ00000004-35	2010	1
007400000005-35	2012	12
J62V00000000-35	2014	3
J62V00000000-35	2013	3
J62V00000000-35	2012	2
J62V00000000-35	2011	9
J62V00000000-35	2010	3
985600041944-42	2011	3
985601329550-35	2013	2
985601329550-35	2011	1
985601329550-35	2010	1
114200000000-41	2013	1
000300000995-13	2015	6
985601226530-35	2014	4
985601226530-35	2013	9
985601226530-35	2011	8
080800000003-31	2015	11
J01K00000006-35	2014	19
166700000002-35	2014	4
IXU900000000-35	2014	2
985600218500-35	2015	2
985600218500-35	2014	4
447900000009-32	2014	1
IYZQ00000002-41	2012	10
IYZQ00000002-41	2010	8
J38H00000008-21	2015	1
J38H00000008-21	2012	1
J38H00000008-21	2011	1
0WUI00000000-35	2013	1
J93M00000001-31	2012	5
J93M00000001-31	2011	7
096800000000-35	2012	9
IXWZ00000009-31	2013	6
IXWZ00000009-31	2012	5
IXH000000000-33	2015	2
768700000007-53	2011	1
587400000005-35	2011	12
JAU400000005-35	2012	4
JAU400000005-35	2010	2
439300000007-42	2010	1
768800000009-41	2015	1
311300000000-41	2012	6
311500000004-53	2014	43
J7NE00000000-31	2013	2
IYXD00000000-32	2010	1
000900000996-33	2014	13
000900000996-33	2013	13
JI7500000002-23	2013	38
534600000008-35	2015	1
JS9O00000007-31	2015	1
JS9O00000007-31	2013	5
000900000996-42	2013	3
000900000996-42	2012	3
000900000996-42	2010	2
985606567018-35	2015	2
985606567018-35	2012	2
985606567018-35	2010	2
032604002023-33	2011	9
J97800000005-50	2010	3
880600000000-32	2011	2
002200000990-31	2011	3
851700000009-31	2012	2
419400000004-35	2013	9
AT4R00000001-33	2011	1
891300000000-31	2012	121
891300000000-31	2010	127
001100000990-41	2014	6
985600043971-35	2015	5
985600393360-26	2015	1
985600393360-26	2013	1
361800000006-33	2014	29
419800000001-41	2014	11
419800000001-41	2013	6
J54700000000-35	2012	1
633800000000-29	2015	1
633800000000-29	2012	1
013800000007-24	2012	33
001200000991-26	2011	5
IZEE00000008-53	2014	5
023500000009-31	2015	2
426900000006-43	2014	5
J4M300000009-35	2011	4
985600151383-53	2010	6
444300000003-32	2014	9
IW6L00000007-35	2015	2
IW6L00000007-35	2014	3
IW6L00000007-35	2013	6
IW6L00000007-35	2011	1
J93M00000001-27	2011	61
IXEN00000001-41	2015	1
IXEN00000001-41	2013	4
001900000994-35	2011	22
J0TA00000001-35	2015	5
J2LV00000002-21	2010	1
985600406756-35	2014	6
985600406756-35	2013	9
985600406756-35	2012	12
985600406756-35	2011	13
985600406756-35	2010	9
000800000994-53	2011	3
858700000006-50	2011	3
AT0700000009-33	2013	1
001700000990-23	2015	4
JCPM00000007-33	2010	5
985601336565-31	2011	1
IX7W00000004-43	2015	2
J94A00000006-25	2013	2
503700000000-53	2010	3
985601001997-35	2015	21
985600073242-35	2015	7
985600073242-35	2014	7
985600073242-35	2013	13
985600073242-35	2012	5
985600073242-35	2011	7
985600073242-35	2010	8
483800000003-26	2010	1
174300000006-35	2011	2
026600000005-27	2012	1
026600000005-27	2010	1
000300000995-21	2015	4
JOK600000008-42	2014	5
IYA400000008-35	2015	5
JAU400000005-35	2011	2
001000000998-27	2010	1
IWD500000000-35	2014	6
489900000004-51	2014	6
489900000004-51	2013	2
J13N00000005-33	2010	2
J8OX00000004-43	2011	8
J1IN00000006-25	2012	1
J1IN00000006-25	2010	1
001600000999-42	2010	7
J7QZ00000007-35	2015	3
J7QZ00000007-35	2014	2
001300000993-23	2015	1
031100000002-23	2011	6
J1VQ00000004-35	2015	1
J1VQ00000004-35	2014	4
J1VQ00000004-35	2013	1
J1VQ00000004-35	2011	1
IXXF00000007-35	2011	1
900900000004-33	2010	3
001000000998-29	2012	6
064100000009-41	2015	1
064100000009-41	2010	2
J1RP00000001-33	2010	1
551700000000-35	2014	1
551700000000-35	2012	2
985601000990-31	2014	6
985601000990-31	2012	11
JO2400000000-50	2015	2
JO2400000000-50	2014	1
JO2400000000-50	2013	1
JCNA00000007-35	2014	2
000400000997-53	2012	2
IXXU00000008-42	2014	3
IXXU00000008-42	2013	2
IXXU00000008-42	2012	3
IXXU00000008-42	2011	8
IXXU00000008-42	2010	5
000700000992-53	2014	6
000700000992-53	2013	5
000700000992-53	2010	3
010800000002-35	2015	1
J94A00000006-25	2015	5
J94A00000006-25	2011	4
489900000004-51	2015	7
035000000003-42	2014	1
035000000003-42	2013	1
035000000003-42	2011	11
035000000003-42	2010	3
985600178346-35	2013	1
001100000990-43	2015	3
001100000990-43	2014	4
J0JS00000006-21	2010	1
001400000995-43	2010	3
985600165805-33	2013	3
001000000998-25	2011	1
001000000998-25	2010	4
001300000993-23	2010	1
J8GJ00000001-13	2014	1
659500000008-31	2012	2
001800000003-35	2012	9
040000000000-42	2011	1
102400000000-43	2014	6
102400000000-43	2011	10
391100000005-27	2012	3
391100000005-27	2011	1
JAS700000006-35	2015	7
JAS700000006-35	2013	6
JAS700000006-35	2012	6
JAS700000006-35	2011	9
JAS700000006-35	2010	7
GFKI00000000-31	2013	2
GFKI00000000-31	2012	2
290200000002-35	2015	2
001300000993-50	2010	1
507800000004-13	2015	1
507800000004-13	2014	3
040000000000-31	2015	6
001800000992-29	2013	2
015500000008-35	2012	10
015500000008-35	2010	2
051600000006-33	2012	10
985600077051-53	2015	1
985600077051-53	2014	1
985600077051-53	2012	3
985600077051-53	2011	4
J8ZF00000006-43	2015	2
390600000006-41	2011	3
201900000008-33	2012	19
873100000009-35	2013	2
873100000009-35	2010	3
000800000994-43	2015	20
000300000995-21	2012	1
J3UD00000005-12	2011	3
IXUY00000000-35	2012	2
985600042495-35	2011	5
000600000990-42	2012	6
001200000991-52	2015	1
001200000991-52	2014	3
900900000004-33	2015	1
900900000004-33	2013	5
534600000008-35	2012	2
000800000994-42	2014	1
IXV100000003-26	2010	5
000600000990-23	2011	6
J3XQ00000005-42	2014	2
J3XQ00000005-42	2013	3
031100000002-35	2012	1
J1VL00000005-32	2012	4
027700000005-43	2014	3
027700000005-43	2010	6
000300000995-24	2015	1
869000000009-26	2015	2
J12L00000003-29	2014	2
285100000004-31	2015	6
002800000990-31	2013	2
IZYJ00000007-52	2014	2
IZYJ00000007-52	2012	3
118500000009-25	2014	6
002100000998-41	2014	8
002100000998-41	2013	7
002100000998-41	2012	11
002100000998-41	2011	4
002100000998-41	2010	7
IV0N00000004-41	2012	3
454100000007-33	2012	8
000900000996-52	2011	6
J1BJ00000000-35	2013	2
985600196549-11	2011	2
985600042410-35	2015	11
985600042410-35	2011	5
851700000009-31	2013	2
001000000998-26	2010	3
J6TL00000007-35	2011	3
J8X800000005-35	2013	1
JAHE00000002-23	2012	4
062900000007-53	2015	2
IXQG00000003-25	2013	1
000200000993-27	2014	6
354700000001-33	2014	3
J13N00000005-33	2011	5
985600984440-35	2012	7
985600984440-35	2011	6
J12P00000000-31	2014	1
J88G00000002-16	2014	1
JCPU00000003-23	2015	1
JCPU00000003-23	2014	1
001700000990-33	2015	5
J69S00000000-33	2012	2
J69S00000000-33	2011	1
985600154048-43	2011	13
985600710536-35	2013	1
GZM800000006-35	2014	1
GZM800000006-35	2012	1
GZM800000006-35	2010	1
001000000998-41	2011	4
JGAO00000009-35	2014	1
985600042746-35	2012	1
J03D00000008-43	2012	2
J03D00000008-43	2011	2
IYAN00000006-31	2013	3
134800000006-26	2010	49
884900000009-27	2014	16
033700000000-26	2014	14
033700000000-26	2011	16
985600200430-27	2014	3
985600200430-27	2013	3
001300000993-31	2015	21
